pos_0,pos_1,pos_2,pos_3,pos_4,pos_5,pos_6,pos_7,pos_8,pos_9,pos_10,pos_11,pos_12,pos_13,pos_14,pos_15,move_label
-0.11298528235432759,-1.0731253436567538,-10.377397072510558,3.805369712768191,-11.850408377191883,13.079382126407804,9.316493623493239,-5.225144924444479,-6.836320293315081,6.64412452054727,3.899367757700428,3.747549313185343,4.649429455275,-12.388610856090772,-2.1700485200961994,-7.7834535850325155,4
-5.033459879956124,3.6976695369825396,-1.1914608508391769,-2.0434830082336126,3.4488899376837767,-9.326014424436346,-5.765981610089292,-0.09786109017326305,-1.7155386459256328,4.694398069755281,-8.394330805206188,1.3436864322558852,7.004603675348712,-11.739824031235727,2.2114456797106614,-3.058966137715597,1
-14.173772402740793,11.964191296350993,11.708605211096293,6.297099404456921,-3.3350378960183304,-5.360762688083418,4.245509672188344,1.0630937616953129,-8.30294080528905,3.18349754866027,-8.510265262863923,8.671537900590328,-7.9995530897797416,3.967835322833912,-5.845665771947909,-1.194346392765019,2
-6.767855061127535,2.1494690392784985,-8.446988153218086,5.595153177899594,-6.273405190152246,7.821932420056781,4.783530639171342,-5.111286404084263,-14.743477159078505,0.3469647967202256,5.00244019894665,5.810179062236994,10.585957270849942,-8.123869775651167,-0.7813361359693105,-8.17130041846234,4
1.1453725528404615,-8.976047123877159,11.782430060519538,11.314339731854336,8.747463645074205,9.159099729237393,2.1692957657600207,6.653523025694395,-12.782050653466651,-7.844776459355509,-12.575350174168568,0.766861810413082,-2.5142284410184574,-5.437817687140009,8.797634745008104,-5.669311223267934,3
-3.963306090145232,-0.16209844037591192,-1.3049348951275692,-2.8076194081011363,-0.7149741438245223,-4.424318550286983,-2.368653740692527,-0.8772988198563296,0.2175890313650377,5.7525608720952475,-4.324371266915756,1.7642241026256777,0.9631895998882903,-10.504996177842298,2.405537776183733,-2.7169671475162014,1
-4.271727262448772,8.874863434054056,6.0356961175324075,2.1631831624717606,-5.532737210035347,-9.181793575974362,-8.414925696545815,3.789236673236253,1.7442350814924248,1.9016824522589344,-11.427134970558367,12.48842998126598,9.377128117494108,-4.230372484166534,-9.094282567539436,-7.122930927168328,0
0.6667769122193927,-1.4472969025987101,5.023638387878033,5.739209078895686,4.726118747378631,1.6301180822111832,2.7016547090162435,8.786229190830982,-8.942242303317112,-6.345827976716478,-1.3497056366110955,-4.138831229813299,-0.9511433030851721,-6.196431413556785,7.312831620640097,-3.4605176537672575,3
-4.644683313098106,-3.4128483890968853,0.8466748157102124,-4.370010188571166,1.7858581104710258,0.772646132652989,-3.410224758381421,-4.5522407593641265,-1.9444943061731388,8.57463350085216,-5.7233483304883945,-3.3110061775211843,4.146363713678859,-10.74135195944753,6.83414147857263,-3.8893973619675486,1
-9.893082096804422,5.839872315133179,8.993503957695712,4.766427870210946,-11.231346341538256,-2.914127658618164,6.406584665784818,-2.1377019375204633,-7.512187678752928,-3.0255976660685007,-5.072922383168469,12.92962977850842,-4.43266604738335,5.809272297543002,-3.327561530876971,-2.9404531736336104,2
